Date,Product,Sales_Qty,Stock_Qty
2025-12-12,Tea,92,250
2025-12-12,Oil,52,150
2025-12-12,Biscuits,115,128
2025-12-12,Soap,68,200
2025-12-12,Shampoo,55,78
2025-12-13,Rice,75,290
2025-12-13,Wheat,65,220
2025-12-13,Sugar,60,85
2025-12-13,Tea,95,158
2025-12-13,Oil,55,98
2025-12-13,Biscuits,118,13
2025-12-13,Soap,70,132
2025-12-13,Shampoo,58,23
